chapter	old	new	src
11	nd in Gen. i. 26, iii. 22, xi. 7, Job. XXXV. 10, Ps. lviii. 12, Eccles. 	nd in Gen. i. 26, iii. 22, xi. 7, Job. xxxv. 10, Ps. lviii. 12, Eccles. 	refs: 章节号是大写罗马数字（按全书引用体例）
110	ce his sovereign and his son. See Rom, i. 3, 4. That the Lord he	ce his sovereign and his son. See Rom. i. 3, 4. That the Lord he	refs: 书卷缩写后是逗号（按全书引用体例）
110	 the Father. See Mat. xxvi. 64, 1 Cor. XV. 25, Eph. i. 20-22, Phil. ii	 the Father. See Mat. xxvi. 64, 1 Cor. xv. 25, Eph. i. 20-22, Phil. ii	refs: 章节号是大写罗马数字（按全书引用体例）
110	mon version, not only here but in Heb. V. 6, vii. 17, 21, in every on	mon version, not only here but in Heb. v. 6, vii. 17, 21, in every on	refs: 章节号是大写罗马数字（按全书引用体例）
111	ressed in Ps. lxxxvi. 12. Compare Ps, cxix. 2. The word transla	ressed in Ps. lxxxvi. 12. Compare Ps. cxix. 2. The word transla	refs: 书卷缩写后是逗号（按全书引用体例）
112	ith joy or triumph. See above, on Ps. 1. 23, liv. 9 (7). *Until* doe	ith joy or triumph. See above, on Ps. l. 23, liv. 9 (7). *Until* doe	refs: 罗马 50 读成数字 1（按全书引用体例）
113	h.* With the first clause compare Ps. 1. 1. The last clause might be	h.* With the first clause compare Ps. l. 1. The last clause might be	refs: 罗马 50 读成数字 1（按全书引用体例）
113	in his former acts. See above, on Ps. V. 12 (11). The wish expressed	in his former acts. See above, on Ps. v. 12 (11). The wish expressed	refs: 章节号是大写罗马数字（按全书引用体例）
115	 vocation of the body. See above, Ps, xxii. 24 (23), cxi. 5.	 vocation of the body. See above, Ps. xxii. 24 (23), cxi. 5.	refs: 书卷缩写后是逗号（按全书引用体例）
115	other, *i. e, nothing.* Compare 2 Kings, xviii. 24, Jer. xvi. 6, R	other, *i. e, nothing.* Compare 2 Kings. xviii. 24, Jer. xvi. 6, R	refs: 书卷缩写后是逗号（按全书引用体例）
115	ing of the verb, both here and in Gen. XXX. 24, is clear from Deut. i. 	ing of the verb, both here and in Gen. xxx. 24, is clear from Deut. i. 	refs: 章节号是大写罗马数字（按全书引用体例）
118	 compared with that in Ps. cxv. 12,13, are corroborations of 	 compared with that in Ps. cxv. 12, 13, are corroborations of 	refs: 数字之间逗号没空格（按全书引用体例）
119	, on Ps. li. 18 (16), and compare Ps. 1. 14. The recurrence of the p	, on Ps. li. 18 (16), and compare Ps. l. 14. The recurrence of the p	refs: 罗马 50 读成数字 1（按全书引用体例）
119	tructions, Jer. ix. 17, xiii. 17, Lam, i. 16, iii. 48, Ezek. vii	tructions, Jer. ix. 17, xiii. 17, Lam. i. 16, iii. 48, Ezek. vii	refs: 书卷缩写后是逗号（按全书引用体例）
119	, but (אמרה), that used-in ver. 10,41, and derived from the v	, but (אמרה), that used-in ver. 10, 41, and derived from the v	refs: 数字之间逗号没空格（按全书引用体例）
119	ghteousness itself, as in ver. 142,144.	ghteousness itself, as in ver. 142, 144.	refs: 数字之间逗号没空格（按全书引用体例）（锚随 raw_fixes 补回第 173 节标题后重定）
119	, their rightful sovereign, as in Ps. XXV. 8. The first verb is the re	, their rightful sovereign, as in Ps. xxv. 8. The first verb is the re	refs: 章节号是大写罗马数字（按全书引用体例）
119	ve, ver. 25, 65, 107, and compare Deut. XXX. 6.	ve, ver. 25, 65, 107, and compare Deut. xxx. 6.	refs: 章节号是大写罗马数字（按全书引用体例）
12	a stone* means " divers weights." Deut. XXV. 13. By a double heart we ar	a stone* means " divers weights." Deut. xxv. 13. By a double heart we ar	refs: 章节号是大写罗马数字（按全书引用体例）
120	ral elevation. See Exod. xxxiv. 24,1 Kings xii. 27, 28. The H	ral elevation. See Exod. xxxiv. 24, 1 Kings xii. 27, 28. The H	refs: 数字之间逗号没空格（按全书引用体例）
126	y. See Exod. xv. 1, Deut. iv. 41, Josh. X. 12. There is no need theref	y. See Exod. xv. 1, Deut. iv. 41, Josh. x. 12. There is no need theref	refs: 章节号是大写罗马数字（按全书引用体例）
127	ess and diligence. See Prov. vi. 9,10, xxxi. 27. Another poss	ess and diligence. See Prov. vi. 9, 10, xxxi. 27. Another poss	refs: 数字之间逗号没空格（按全书引用体例）
127	Leah, in naming her son Issachar, Gen. XXX. 18. In the same chapter (Ge	Leah, in naming her son Issachar, Gen. xxx. 18. In the same chapter (Ge	refs: 章节号是大写罗马数字（按全书引用体例）
128	th joy and triumph. See above, on Ps, xxii. 18 (17), xxxvii. 14	th joy and triumph. See above, on Ps. xxii. 18 (17), xxxvii. 14	refs: 书卷缩写后是逗号（按全书引用体例）
128	 of the last clause see above, on Ps, cxxv. 5.	 of the last clause see above, on Ps. cxxv. 5.	refs: 书卷缩写后是逗号（按全书引用体例）
130	t variation of the older passage, Ps. XXV. 22, where the sufferings al	t variation of the older passage, Ps. xxv. 22, where the sufferings al	refs: 章节号是大写罗马数字（按全书引用体例）
132	. 11, and compare 1 Sam. ii. 1, 2 Sam, xxi. 17, Ezek. xxix. 21. 	. 11, and compare 1 Sam. ii. 1, 2 Sam. xxi. 17, Ezek. xxix. 21. 	refs: 书卷缩写后是逗号（按全书引用体例）
132	e the *ἀμαράντινον στέφανον* of 1 Pet. V. 4. Some prefer, however, to	e the *ἀμαράντινον στέφανον* of 1 Pet. v. 4. Some prefer, however, to	refs: 章节号是大写罗马数字（按全书引用体例）
132	h are* convertible expressions (1 Sam. Xvii. 12, Micah v. 1), make Ephra	h are* convertible expressions (1 Sam. xvii. 12, Micah v. 1), make Ephra	refs: 章节号首字母误作大写（按全书引用体例）
137	l of his kinsman Israel. See also Jer, xlix. 7-22, Lam. iv. 21, 	l of his kinsman Israel. See also Jer. xlix. 7-22, Lam. iv. 21, 	refs: 书卷缩写后是逗号（按全书引用体例）
137	e 2 Kings viii. 12, Hosea xiv. 1, Nah, iii. 10, Isa. xiii. 16, 1	e 2 Kings viii. 12, Hosea xiv. 1, Nah. iii. 10, Isa. xiii. 16, 1	refs: 书卷缩写后是逗号（按全书引用体例）
137	Jer. xlix. 7-22, Lam. iv. 21, 22, Ezek. XXV. 12-14.	Jer. xlix. 7-22, Lam. iv. 21, 22, Ezek. xxv. 12-14.	refs: 章节号是大写罗马数字（按全书引用体例）
138	* To *quicken* or *revive,* as in Ps. XXX. 4 (3), lxxi. 20. *Upon the 	* To *quicken* or *revive,* as in Ps. xxx. 4 (3), lxxi. 20. *Upon the 	refs: 章节号是大写罗马数字（按全书引用体例）
139	gure for calamity and danger. See Isa. 1. 10, Ps. cxxxviii. 7. Accord	gure for calamity and danger. See Isa. l. 10, Ps. cxxxviii. 7. Accord	refs: 罗马 50 读成数字 1（按全书引用体例）
14	f, if not to others, as above, in Ps, x. 11. That the error is 	f, if not to others, as above, in Ps. x. 11. That the error is 	refs: 书卷缩写后是逗号（按全书引用体例）
140	of the verb (גור) is justified by Ps. V. 5 (4), cv. 23, cxxv. 5. But	of the verb (גור) is justified by Ps. v. 5 (4), cv. 23, cxxv. 5. But	refs: 章节号是大写罗马数字（按全书引用体例）
140	. 1. With the last clause compare Ps. XXXV. 5, xxxvi. 13 (12), hi. 14 (	. 1. With the last clause compare Ps. xxxv. 5, xxxvi. 13 (12), hi. 14 (	refs: 章节号是大写罗马数字（按全书引用体例）
141	ple. See above, on Ps. lxxiii. 3-7,12.	ple. See above, on Ps. lxxiii. 3-7, 12.	refs: 数字之间逗号没空格（按全书引用体例）
141	e, or the devouring jaws of hell (Isa. V. 14), as numerous and as lit	e, or the devouring jaws of hell (Isa. v. 14), as numerous and as lit	refs: 章节号是大写罗马数字（按全书引用体例）
148	. 34 (33), and compare Deut. x. 14,1 Kings viii. 27, 2 Cor. x	. 34 (33), and compare Deut. x. 14, 1 Kings viii. 27, 2 Cor. x	refs: 数字之间逗号没空格（按全书引用体例）
150	. See 2 Sam. vi. 5, Ezra iii. 10, Neh, xii, 27. The effect is st	. See 2 Sam. vi. 5, Ezra iii. 10, Neh. xii, 27. The effect is st	refs: 书卷缩写后是逗号（按全书引用体例）
16	dowing object. See Judges ix. 15, Isa. XXX. 2, Ps. lvii. 2 (1), lxi. 5 	dowing object. See Judges ix. 15, Isa. xxx. 2, Ps. lvii. 2 (1), lxi. 5 	refs: 章节号是大写罗马数字（按全书引用体例）
18	coronation of the Jewish kings (1 Sam. X. 24, 1 Kings i. 25, 39, 2 Ki	coronation of the Jewish kings (1 Sam. x. 24, 1 Kings i. 25, 39, 2 Ki	refs: 章节号是大写罗马数字（按全书引用体例）
19	ed in words or not. See above, on Ps, v. 2 (1). The prayer or e	ed in words or not. See above, on Ps. v. 2 (1). The prayer or e	refs: 书卷缩写后是逗号（按全书引用体例）
21	ed from the promise to Abraham in Gen, xii. 2, an allusion which	ed from the promise to Abraham in Gen. xii. 2, an allusion which	refs: 书卷缩写后是逗号（按全书引用体例）
22	ompare the symbolical action in 1 Sam, vii. 6. The comparison wi	ompare the symbolical action in 1 Sam. vii. 6. The comparison wi	refs: 书卷缩写后是逗号（按全书引用体例）
23	he use of the same Hebrew verb in Exod. XV. 13, 2 Chron. xxviii. 15. Th	he use of the same Hebrew verb in Exod. xv. 13, 2 Chron. xxviii. 15. Th	refs: 章节号是大写罗马数字（按全书引用体例）
24	rowed from the third commandment (Exod. XX. 7), where the common versio	rowed from the third commandment (Exod. xx. 7), where the common versio	refs: 章节号是大写罗马数字（按全书引用体例）
24	 his favour, Ps. xxvii. 8, cv. 4, Hos. V. 15, 2 Sam. xxi. 1. Our lang	 his favour, Ps. xxvii. 8, cv. 4, Hos. v. 15, 2 Sam. xxi. 1. Our lang	refs: 章节号是大写罗马数字（按全书引用体例）
25	 on Ps. vii. 5 (4), and below, on Ps. XXXV. 19, xxxviii. 20 (19), lxix.	 on Ps. vii. 5 (4), and below, on Ps. xxxv. 19, xxxviii. 20 (19), lxix.	refs: 章节号是大写罗马数字（按全书引用体例）
26	 God will hear his prayer, ver. 11,12. There is a certain sim	 God will hear his prayer, ver. 11, 12. There is a certain sim	refs: 数字之间逗号没空格（按全书引用体例）
26	st clause seems to be copied from Gen. XI. 5, and the symbol or emblem	st clause seems to be copied from Gen. xi. 5, and the symbol or emblem	refs: 章节号是大写罗马数字（按全书引用体例）
27	communion with him. See above, on Ps. XV. 1, xxiii. 6.—*Beauty,* love	communion with him. See above, on Ps. xv. 1, xxiii. 6.—*Beauty,* love	refs: 章节号是大写罗马数字（按全书引用体例）
27	x. 4, Judges xix, 15, and compare Mat. XXV. 35, 43. The case described 	x. 4, Judges xix, 15, and compare Mat. xxv. 35, 43. The case described 	refs: 章节号是大写罗马数字（按全书引用体例）
27	es, to hope in him. See above, on Ps. XXV. 3.—The optative and causati	es, to hope in him. See above, on Ps. xxv. 3.—The optative and causati	refs: 章节号是大写罗马数字（按全书引用体例）
28	wider sense. (Compare Isa. xiv. 15,19.) *Those going down int	wider sense. (Compare Isa. xiv. 15, 19.) *Those going down int	refs: 数字之间逗号没空格（按全书引用体例）
28	 of prayer. Exod. ix. 29, xvii. 11,12, 1 Kings viii. 22, 54, 	 of prayer. Exod. ix. 29, xvii. 11, 12, 1 Kings viii. 22, 54, 	refs: 数字之间逗号没空格（按全书引用体例）
29	n Ps. xviii. 12 (11), and compare Jer. X. 13.	n Ps. xviii. 12 (11), and compare Jer. x. 13.	refs: 章节号是大写罗马数字（按全书引用体例）
29	's royal residence. See above, on Ps. V. 8 (7). Throughout this pala	's royal residence. See above, on Ps. v. 8 (7). Throughout this pala	refs: 章节号是大写罗马数字（按全书引用体例）
3	before, *Absalom, his son* (see 2 Sam. XV. 14, 17, 30). Such a psalm m	before, *Absalom, his son* (see 2 Sam. xv. 14, 17, 30). Such a psalm m	refs: 章节号是大写罗马数字（按全书引用体例）
30	ch was mount Zion. See 2 Sam. v. 9,12, Neh. iii. 15, Micah iv	ch was mount Zion. See 2 Sam. v. 9, 12, Neh. iii. 15, Micah iv	refs: 数字之间逗号没空格（按全书引用体例）
30	plexed. See above, on Ps. vi. 3, 4,11 (2, 3, 10), and compare	plexed. See above, on Ps. vi. 3, 4, 11 (2, 3, 10), and compare	refs: 数字之间逗号没空格（按全书引用体例）
31	e." With the first clause compare Ps. XXV. 15, and with the last Ps. x	e." With the first clause compare Ps. xxv. 15, and with the last Ps. x	refs: 章节号是大写罗马数字（按全书引用体例）
32	quity,* seems to be borrowed from Exod, xxxiv. 7, where the doctr	quity,* seems to be borrowed from Exod. xxxiv. 7, where the doctr	refs: 书卷缩写后是逗号（按全书引用体例）
33	iency of all created help, ver. 15,16, with the security of t	iency of all created help, ver. 15, 16, with the security of t	refs: 数字之间逗号没空格（按全书引用体例）
33	of those whom he protects, ver. 17,18, and the whole conclude	of those whom he protects, ver. 17, 18, and the whole conclude	refs: 数字之间逗号没空格（按全书引用体例）
33	ce or twice in the New Testament, Rev. V. 9, xiv. 3.—*Play well,* lit	ce or twice in the New Testament, Rev. v. 9, xiv. 3.—*Play well,* lit	refs: 章节号是大写罗马数字（按全书引用体例）
34	e above, Ps. xxxii. 3, and below, Ps. XXXV. 10.—The literal translation	e above, Ps. xxxii. 3, and below, Ps. xxxv. 10.—The literal translation	refs: 章节号是大写罗马数字（按全书引用体例）
35	itary sense which the word has in Deut, i. 44, Josh. viii. 14, an	itary sense which the word has in Deut. i. 44, Josh. viii. 14, an	refs: 书卷缩写后是逗号（按全书引用体例）
35	here and in Ps. xxxviii. 18 (17), Jer. XX. 10. They assembled not to c	here and in Ps. xxxviii. 18 (17), Jer. xx. 10. They assembled not to c	refs: 章节号是大写罗马数字（按全书引用体例）
35	gested by the context. See above, Ps. XXV. 2, and below, ver. 24, Ps. 	gested by the context. See above, Ps. xxv. 2, and below, ver. 24, Ps. 	refs: 章节号是大写罗马数字（按全书引用体例）
35	st the opposite of peace. Compare Isa. X. 15.	st the opposite of peace. Compare Isa. x. 15.	refs: 章节号是大写罗马数字（按全书引用体例）
35	ion of the verses is like that in Ps. X. 13, 14, and the prayer in t	ion of the verses is like that in Ps. x. 13, 14, and the prayer in t	refs: 章节号是大写罗马数字（按全书引用体例）
36	 xxix. 18 (19), and see above, on Ps. X. 6.	 xxix. 18 (19), and see above, on Ps. x. 6.	refs: 章节号是大写罗马数字（按全书引用体例）
37	om its etymology and its use in 1 Sam, iv. 14, xiv. 19, 1 Kings 	om its etymology and its use in 1 Sam. iv. 14, xiv. 19, 1 Kings 	refs: 书卷缩写后是逗号（按全书引用体例）
37	i. 16, 17 (15, 16), ix. 16, 17 (15,16), and below, Ps. lvii. 	i. 16, 17 (15, 16), ix. 16, 17 (15, 16), and below, Ps. lvii. 	refs: 数字之间逗号没空格（按全书引用体例）
37	 his covenant. See above on ver. 3,9, 11, 30. *In the excisio	 his covenant. See above on ver. 3, 9, 11, 30. *In the excisio	refs: 数字之间逗号没空格（按全书引用体例）
37	 analogy of Ps. xxxix. 7 (6), and Prov. XV. 16.—*Of many wicked,* whose	 analogy of Ps. xxxix. 7 (6), and Prov. xv. 16.—*Of many wicked,* whose	refs: 章节号是大写罗马数字（按全书引用体例）
37	ty, to condemn (Exod. xxii. 8, 9, Deut. XXV. 1), *in his being judged,* 	ty, to condemn (Exod. xxii. 8, 9, Deut. xxv. 1), *in his being judged,* 	refs: 章节号是大写罗马数字（按全书引用体例）
38	nt participial form (Lev. ii. 14, Josh. V. 11). On either supposition,	nt participial form (Lev. ii. 14, Josh. v. 11). On either supposition,	refs: 章节号是大写罗马数字（按全书引用体例）
38	strongly, *crimes.* See above, on Ps. V. 10 (9). The reference may b	strongly, *crimes.* See above, on Ps. v. 10 (9). The reference may b	refs: 章节号是大写罗马数字（按全书引用体例）
38	ilent or expressed. See above, on Ps. V. 2 (1), and compare Ps. iii.	ilent or expressed. See above, on Ps. v. 2 (1), and compare Ps. iii.	refs: 章节号是大写罗马数字（按全书引用体例）
39	licted person. See Isa. lxvi. 16, Ezek, xxxviii. 22. The last ver	licted person. See Isa. lxvi. 16, Ezek. xxxviii. 22. The last ver	refs: 书卷缩写后是逗号（按全书引用体例）
39	*in my meditation.* See above, on Ps. V. 2 (1). The future verb in t	*in my meditation.* See above, on Ps. v. 2 (1). The future verb in t	refs: 章节号是大写罗马数字（按全书引用体例）
39	(it), and no other. See above, on Ps. XXX. 7 (6), xxxiii. 9.	(it), and no other. See above, on Ps. xxx. 7 (6), xxxiii. 9.	refs: 章节号是大写罗马数字（按全书引用体例）
39	bjects and dependents of Jehovah (Lev. XXV. 23), and by David to himsel	bjects and dependents of Jehovah (Lev. xxv. 23), and by David to himsel	refs: 章节号是大写罗马数字（按全书引用体例）
4	any work or labour (2 Chron. ii. 1,17, xxxiv. 12), and of the	any work or labour (2 Chron. ii. 1, 17, xxxiv. 12), and of the	refs: 数字之间逗号没空格（按全书引用体例）
4	ant for subsistence (2 Sam. xvi. 1,2).	ant for subsistence (2 Sam. xvi. 1, 2).	refs: 数字之间逗号没空格（按全书引用体例）
4	ext to the Pentateuch, e. *g.* to Lev. XXV. 18, 19, and Deut. xxxiii. 1	ext to the Pentateuch, e. *g.* to Lev. xxv. 18, 19, and Deut. xxxiii. 1	refs: 章节号是大写罗马数字（按全书引用体例）
40	ring, awakening, the ear, &c. See Isa. 1. 4, 5; 1 Sam. ix. 15, XX. 2,	ring, awakening, the ear, &c. See Isa. l. 4, 5; 1 Sam. ix. 15, XX. 2,	refs: 罗马 50 读成数字 1（按全书引用体例）
40	 *My cry* for help. See above, on Ps. V. 3 (2), xviii. 7 (6), xxxix.	 *My cry* for help. See above, on Ps. v. 3 (2), xviii. 7 (6), xxxix.	refs: 章节号是大写罗马数字（按全书引用体例）
40	s. There is obvious allusion to 1 Sam. XV. 22, not only here but in th	s. There is obvious allusion to 1 Sam. xv. 22, not only here but in th	refs: 章节号是大写罗马数字（按全书引用体例）
40	as bestowed on others. See above, Ps. XXXV. 27, and compare xxii. 24 (2	as bestowed on others. See above, Ps. xxxv. 27, and compare xxii. 24 (2	refs: 章节号是大写罗马数字（按全书引用体例）
41	thered from the parallel passage, Ps. XXXV. 13, 14. The principle assum	thered from the parallel passage, Ps. xxxv. 13, 14. The principle assum	refs: 章节号是大写罗马数字（按全书引用体例）
41	 that expressed by our Saviour in Mat. V. 7. See above, on Ps. xxxvii	 that expressed by our Saviour in Mat. v. 7. See above, on Ps. xxxvii	refs: 章节号是大写罗马数字（按全书引用体例）
41	or repeated action. See above, on Ps. X. 18. The expression becomes 	or repeated action. See above, on Ps. x. 18. The expression becomes 	refs: 章节号是大写罗马数字（按全书引用体例）
41	ied* or made great. See above, on Ps. XXXV. 26, xxxviii. 17 (16). The a	ied* or made great. See above, on Ps. xxxv. 26, xxxviii. 17 (16). The a	refs: 章节号是大写罗马数字（按全书引用体例）
41	so an Old Testament doctrine (see Prov. XX. 22), as David himself recog	so an Old Testament doctrine (see Prov. xx. 22), as David himself recog	refs: 章节号是大写罗马数字（按全书引用体例）
42	the burden, or *refrain* in ver. 6,12 (5, 11). In the first, 	the burden, or *refrain* in ver. 6, 12 (5, 11). In the first, 	refs: 数字之间逗号没空格（按全书引用体例）
42	nce of Absalom's rebellion. See 2 Sam. XV. 25. The only doubt is wheth	nce of Absalom's rebellion. See 2 Sam. xv. 25. The only doubt is wheth	refs: 章节号是大写罗马数字（按全书引用体例）
43	orm of expression 202 *Psalm 4 3:4,5* seems to be borrowed fr	orm of expression 202 *Psalm 4 3:4, 5* seems to be borrowed fr	refs: 数字之间逗号没空格（按全书引用体例）
43	om a man of fraud.* See above, on Ps. V. 7 (6). *And iniquity,* or m	om a man of fraud.* See above, on Ps. v. 7 (6). *And iniquity,* or m	refs: 章节号是大写罗马数字（按全书引用体例）
44	s in Gen. iii. 23, 1 Kings ix. 7, Isa. 1. 1. But as it is also used t	s in Gen. iii. 23, 1 Kings ix. 7, Isa. l. 1. But as it is also used t	refs: 罗马 50 读成数字 1（按全书引用体例）
44	e, on Ps. iii. 2 (1), and compare Ps, xiii. 5 (4), xxvii. 2, 12	e, on Ps. iii. 2 (1), and compare Ps. xiii. 5 (4), xxvii. 2, 12	refs: 书卷缩写后是逗号（按全书引用体例）
44	ust and abhorrence. See above; on Ps, xliii. 2. The other verb 	ust and abhorrence. See above; on Ps. xliii. 2. The other verb 	refs: 书卷缩写后是逗号（按全书引用体例）
44	commander, and an ally. Compare 2 Sam, v. 24.	commander, and an ally. Compare 2 Sam. v. 24.	refs: 书卷缩写后是逗号（按全书引用体例）
44	g)*, i. e.* always. See above, on Ps. XXV. 5, xlii. 11 (10). *Acknowle	g)*, i. e.* always. See above, on Ps. xxv. 5, xlii. 11 (10). *Acknowle	refs: 章节号是大写罗马数字（按全书引用体例）
45	n of the words and the analogy of Ps. 1. 7. *Oil of joy* (or *gladne	n of the words and the analogy of Ps. l. 7. *Oil of joy* (or *gladne	refs: 罗马 50 读成数字 1（按全书引用体例）
45	, from them* (or *thence) Psalm 45,9,10* 213 *have they gladd	, from them* (or *thence) Psalm 45, 9,10* 213 *have they gladd	refs: 数字之间逗号没空格（按全书引用体例）
45	rom them* (or *thence) Psalm 45, 9,10* 213 *have they gladden	rom them* (or *thence) Psalm 45, 9, 10* 213 *have they gladden	refs: 数字之间逗号没空格（按全书引用体例）
45	 bow down or prostrate herself (1 Sam. XXV. 41, 1 Kings i. 16, 31), a g	 bow down or prostrate herself (1 Sam. xxv. 41, 1 Kings i. 16, 31), a g	refs: 章节号是大写罗马数字（按全书引用体例）
46	i. 20, and compare Isa. xxvii. 1, Dan, vii. 2, 3. This descripti	i. 20, and compare Isa. xxvii. 1, Dan. vii. 2, 3. This descripti	refs: 书卷缩写后是逗号（按全书引用体例）
46	cy. See below, Ps. xlviii. 2, 3 (1,2). *The holy* (place) may	cy. See below, Ps. xlviii. 2, 3 (1, 2). *The holy* (place) may	refs: 数字之间逗号没空格（按全书引用体例）
46	ging of the earth* (see above, on Ps. XV. 4), we may understand eithe	ging of the earth* (see above, on Ps. xv. 4), we may understand eithe	refs: 章节号是大写罗马数字（按全书引用体例）
46	transition from grief to joy. See Ps. XXX. 6 (5), xlix. 15 (14), xc. 1	transition from grief to joy. See Ps. xxx. 6 (5), xlix. 15 (14), xc. 1	refs: 章节号是大写罗马数字（按全书引用体例）
48	more probable, as we learn from 2 Chron. XX. 19, 27, that Jehoshaphat an	more probable, as we learn from 2 Chron. xx. 19, 27, that Jehoshaphat an	refs: 章节号是大写罗马数字（按全书引用体例）
49	one in Deut. Xxxii. 1. See below, Ps. 1. 1, and compare];compare Isa	one in Deut. Xxxii. 1. See below, Ps. l. 1, and compare];compare Isa	refs: 罗马 50 读成数字 1（按全书引用体例）
49	See Gen vii. 1, xviii. 19, XXXV. 2, 1. 4.	See Gen vii. 1, xviii. 19, XXXV. 2, l. 4.	refs: 罗马 50 读成数字 1（按全书引用体例）
49	ense it is supposed to be used by Joel, iv. 13 (iii. 13). If this	ense it is supposed to be used by Joel. iv. 13 (iii. 13). If this	refs: 书卷缩写后是逗号（按全书引用体例）
49	s, from the still stronger one in Deut. Xxxii. 1. See below, Ps. l. 1, and	s, from the still stronger one in Deut. xxxii. 1. See below, Ps. l. 1, and	refs: 章节号首字母误作大写（按全书引用体例）
50	 the Mosaic ritual. See above, on Ps. XX. 4 (8), xl. 7 (6).	 the Mosaic ritual. See above, on Ps. xx. 4 (8), xl. 7 (6).	refs: 章节号是大写罗马数字（按全书引用体例）
51	h them (Exod. xii. 22, Num. xix. 6,18). The second future in 	h them (Exod. xii. 22, Num. xix. 6, 18). The second future in 	refs: 数字之间逗号没空格（按全书引用体例）
51	xvi. 1, 7, 13. Compare 1 Sam. X. 6,10, Isa. xi. 2.	xvi. 1, 7, 13. Compare 1 Sam. X. 6, 10, Isa. xi. 2.	refs: 数字之间逗号没空格（按全书引用体例）
51	ilment is recorded in Ps. xxxii. 8,9. The effect of such inst	ilment is recorded in Ps. xxxii. 8, 9. The effect of such inst	refs: 数字之间逗号没空格（按全书引用体例）
51	n 1 Sam. xvi. 1, 7, 13. Compare 1 Sam. X. 6, 10, Isa. xi. 2.	n 1 Sam. xvi. 1, 7, 13. Compare 1 Sam. x. 6, 10, Isa. xi. 2.	refs: 章节号是大写罗马数字（按全书引用体例）
51	eference to murder. See above, on Ps. V. 7 (6). There may be an allu	eference to murder. See above, on Ps. v. 7 (6). There may be an allu	refs: 章节号是大写罗马数字（按全书引用体例）
52	ficant. See above, on Ps. V. 5 (4), 1. 1. As if he had said, " Mig	ficant. See above, on Ps. V. 5 (4), l. 1. As if he had said, " Mig	refs: 罗马 50 读成数字 1（按全书引用体例）
52	mercy. See above, on Ps. iv. 4 (3), 1. 5. It is here used simply a	mercy. See above, on Ps. iv. 4 (3), l. 5. It is here used simply a	refs: 罗马 50 读成数字 1（按全书引用体例）
52	liarly significant. See above, on Ps. V. 5 (4), l. 1. As if he had s	liarly significant. See above, on Ps. v. 5 (4), l. 1. As if he had s	refs: 章节号是大写罗马数字（按全书引用体例）
52	undance, greatness. See above, on Ps. V. 8 (7), li. 3 (1). The word 	undance, greatness. See above, on Ps. v. 8 (7), li. 3 (1). The word 	refs: 章节号是大写罗马数字（按全书引用体例）
52	 his own household. See above, on Ps. XV. 1, xxii. 6, xxvii. 4, 6, xx	 his own household. See above, on Ps. xv. 1, xxii. 6, xxvii. 4, 6, xx	refs: 章节号是大写罗马数字（按全书引用体例）
53	e occurs below, in ver. 5, 6, 7 (4,5,6). The name *Jehovah* i	e occurs below, in ver. 5, 6, 7 (4, 5,6). The name *Jehovah* i	refs: 数字之间逗号没空格（按全书引用体例）
53	ccurs below, in ver. 5, 6, 7 (4, 5,6). The name *Jehovah* is 	ccurs below, in ver. 5, 6, 7 (4, 5, 6). The name *Jehovah* is 	refs: 数字之间逗号没空格（按全书引用体例）
53	the sense of sickness or disease (Exod. XV. 26, Prov. xviii. 14, 2 Chro	the sense of sickness or disease (Exod. xv. 26, Prov. xviii. 14, 2 Chro	refs: 章节号是大写罗马数字（按全书引用体例）
54	 this construction. See above, on Ps. 1. 23. This kind of satisfacti	 this construction. See above, on Ps. l. 23. This kind of satisfacti	refs: 罗马 50 读成数字 1（按全书引用体例）
55	ew verb in Gen. xlv. 11, xlvii. 12, 1. 21. The common version of t	ew verb in Gen. xlv. 11, xlvii. 12, l. 21. The common version of t	refs: 罗马 50 读成数字 1（按全书引用体例）
55	emption or pecuniary penalty. See Lev. V. 15, 18, xxvii. 12. The whol	emption or pecuniary penalty. See Lev. v. 15, 18, xxvii. 12. The whol	refs: 章节号是大写罗马数字（按全书引用体例）
55	ential intercourse; See above, on Ps. XXV. 14. The other clause may po	ential intercourse; See above, on Ps. xxv. 14. The other clause may po	refs: 章节号是大写罗马数字（按全书引用体例）
55	ver. 13 (12) above. See above, on Ps. X. 10. The word translated *al	ver. 13 (12) above. See above, on Ps. x. 10. The word translated *al	refs: 章节号是大写罗马数字（按全书引用体例）
58	hrough. See Exod. XV, 7, xix. 21, Lev, xiv. 45, Judges vi. 30, 1	hrough. See Exod. XV, 7, xix. 21, Lev. xiv. 45, Judges vi. 30, 1	refs: 书卷缩写后是逗号（按全书引用体例）
58	 with contempt, and is so used in Ps, xv, 9; but as two of its 	 with contempt, and is so used in Ps. xv, 9; but as two of its 	refs: 书卷缩写后是逗号（按全书引用体例）
58	f real individuals. See above, on Ps, lvii, 4, 7 (3, 6), *He* (	f real individuals. See above, on Ps. lvii, 4, 7 (3, 6), *He* (	refs: 书卷缩写后是逗号（按全书引用体例）
59	ii. 50 (49), lvii. 6, 10, 12 (5, 9,11), and compare his langu	ii. 50 (49), lvii. 6, 10, 12 (5, 9, 11), and compare his langu	refs: 数字之间逗号没空格（按全书引用体例）
