vol	scan_page	before	garbage	after	script	reading	conf
v1	727		nnsax,	which Vitringa	heb	בצבאות	66
v1	728	palace of the Icing	oj		grc	οἵ	65
v1	728		(anddovTas)	and the	grc	(σπάδοντας)	83
v1	728	17) has the singular	np^,	which is	heb	רקח	73
v1	729	sentence,	Ipov ftavovroe yala ^tf^TM	TIVQI, or	grc	ἐμοῦ ϑανόντος γαῖα μιχϑήτω	91
v1	729	which is simply this,	(Icall	it good)	grc	ἘΠ"	65
v1	729		(JSVW&G) dij)	and the	grc	(γενέσϑω δὴ)	93
v2	24		cies,	against objections	grc	ΟἸ68	67
v2	25	INTRODUCTION.	xjx		grc	ΧΙΧ	88
v2	43	combinations as they alternately	pre		grc	ΡΓΘ	67
v2	48	^ for the preterite	ins	(saith) is	heb	אמר	92
v2	51	Lord will show himself,	iw	may	heb	רחדו	88
v2	51	the Septuagint version (TO	aoartjQiov tov dsoii),	retained by	grc	σωτήριον τοῦ ϑεοῦ)	91
v2	51	genitive by the Septuagint	(qpow/		grc	(φωνὴ	89
v2	51		h'yovTov)	and the	grc	λέγοντος)	89
v2	51	who refer "vast and	ittx	to the	heb	אמר	89
v2	54	word which is preached	(i-vayyeliG&tv)	unto you,	grc	(εὐαγγελισϑέν)	71
v2	56	before him. The double	nsn	represents the	heb	הנה	95
v2	56	usage requires that	so'a,	when it	heb	בוא	92
v2	56	means of the prepositions	bs,	^x, or	heb	על	77
v2	56	the sense in which	ptrja	is taken,	heb	בחזק	78
v2	57	49 : 4,	filbsB	work is	heb	פעלה	91
v2	57	Kimchi, an ellipsis of	iato	before it.	heb	שכר	83
v2	57	the phrase before	him,&s	referring to	eng	him, as	96
v2	57	case without exception where	^ab	and nh>a	heb	שכר	79
v2	58	given in the Septuagint	(fV ya.Gi(n l^ovaa^).	Aben	grc	(ἐν γαστρὶ ἐχούσας)	84
v2	59		(naaav	i\v yJj?),	grc	(πᾶσαν	97
v2	59	(naaav i\v	yJj?),	and Gesenius,	grc	γῆ»)	77
v2	60	rendered in the Septuagint	TQIU ^TQU,		grc	τρία μέτρα	91
v2	63	in question, just as	rvm=n	is used	heb	חכמות	87
v2	63	41 : 11). Such	allu		heb	הוה	66
v2	63	considered. Luther gives *^B	"ia	the sense	heb	מר	88
v2	64	like manner, Aquila has	I.ETTTOV	$al-	grc	λεπτὸν	96
v2	64	the one which makes	DI?K	the	heb	אלים	66
v2	66	intense negation.—The preposition before	osx	is explained	heb	אפס	95
v2	66	as the Septuagint (^V	ov&iv lloyiadqaav),	but	grc	οὐϑὲν ἐλογίσ ϑησων)	74
v2	66	the	-,ia	comparative, and	grc	ΠῚ	75
v2	66	his Commentary, makes the	"jn		heb	מן	90
v2	67	seems to understand the	IB	as indicating	heb	בין	82
v2	67	V. 18. And	(noiv)	to whom	grc	(ποιο)	74
v2	67	of the divine name	bx	(expressive of	grc	Ἐς	71
v2	68		tthn	is properly	heb	חרש	80
v2	69	ings	oi	"jib is	grc	οἱ	87
v2	69	the Vulgate makes 5^n	ttinn	the subject	heb	חרש	87
v2	69	p. 42.)	'ib	may either	heb	לי	91
v2	70	given in the Septuagint	(ov yvmasa&8] oi>x	«xoiJ<T*<T#«;), revived	grc	(οὐ γνώσεσϑε; οὐκ	93
v2	72	(cog	ovdtv «(?/«»•),	implying the	grc	οὐδὲν ἄρχειν)	82
v2	72	the sense of though	(i^sx),	Aben Ezra	heb	(אפילו)	70
v2	72	that of as if	(Vbxs),	which last	heb	(באלו)	78
v2	74	great numbers, just as	nba	means with	heb	בכת	92
v2	74	imagination. The explanation of	"pas	by Gesenius	heb	אמיזן	73
v2	76	not in the original.	WJD	is to	heb	קוה	90
v2	77	or grow), and that	^ox	does not	heb	אבר	75
v2	78		inj-nnn	on the	heb	החדרעוו	83
v2	83	Septuagint	(ov fydnqaa),	nor can	grc	(ὃν ἠγάπησα)	79
v2	83	(Eph. 2 : 13),	vpeit; ol TTOTS ovres		grc	ὑμεῖς οἱ ποτὲ ὄντες	97
v2	83	(laxQav s;7»4,'	tyzvt'j&tiTE.	The translation	grc	ἐγενήϑητε	84
v2	83	from the analogy of	bsx	side, by	grc	ἘῸΝ	84
v2	83	the version of Symmachus	(ayxwvwv).		grc	(ἀγκώνων)	80
v2	83	the Jewish writers understand	"ft	as meaning	heb	בין	69
v2	85	: 6.) V\x and	OSN	strictly denote	heb	אפס	95
v2	85	i. e. I, who	com		grc	ΟΟΠῚ	67
v2	85	that of the noun	n^b*in .	This epithet	heb	תולעת	67
v2	85	(dead men) with Aquila	(T^V^T^,	Theodotion (VMQOI),	grc	(τε ϑνεῶτες)	88
v2	86	pound fine, or pulverize,	m'sB^e	strictly denotes	heb	פ"פיות	67
v2	87	as distinguished from the	n^t	or cultivated	heb	זרת	69
v2	87	the different explanations of	tf'ha,	see the	heb	ברוש	78
v2	87	to the latest authorities,	WSJ	is neither	heb	הדהר	75
v2	88	no need of introducing	sb	into the	heb	לב	91
v2	92	the ecce homo	(ids	o avOQ03no^	grc	(ἴδε	79
v2	92	ecce homo (ids o	avOQ03no^	of John	grc	ἄνϑρωπος)	72
v2	94	has just been given,	vlog	is neither	grc	υἱὸς	97
v2	96		ExxkrjGia	in the	grc	ἐκκλησία	91
v2	101	usage to the former,	crp-ji's	in the	heb	נוטרהם	65
v2	102	objected that	cs	has not	heb	עם	91
v2	103	meaning put upon =2	n-na	by Hitzig	heb	בררת	74
v2	107	supposing an ellipsis of	rns	before it.	heb	עדת	69
v2	109	Gesenius connects it with	nxs	to blow.	heb	פאה	96
v2	109		fiSBK	from USB	heb	אפעה	93
v2	112	in this verse is	dbira ,	which the	heb	משפם	80
v2	113		ysn	with ^'^,	heb	חפץ	66
v2	114	in explaining	fi*nina	to mean	heb	בתגרים	73
v2	117	idea of Menochius, that	nnx">b	is	heb	לידאתה	87
v2	121	ellipsis. Most writers make	arxin		heb	הוציא	92
v2	121	elsewhere takes the form	xrin,		heb	הוצא	87
v2	125	cause it to return,	i.e.	reverse or	heb	כו	68
v2	125	his acts. The	tsa	at the	heb	גם	88
v2	125	of	O3:sisb	nor with	heb	למענכם	75
v2	126	a different pointing of	tvnsx	from the	heb	אנדות	81
v2	128	etymologically most exact, viz.	fwor,		grc	ζῶον	71
v2	132	than it proves that	n^.b		heb	שרים	72
v2	134		liti	an ox,	heb	טור	96
v2	135	and Ewald read	-nstn	c^ -pris,	heb	חציר	89
v2	137	being	dr>%r] ndvTKiv	narrow 18	grc	ἀρχὴ πάντων	96
v2	137	dr>%r] ndvTKiv narrow 18	rtletrj,	and in	grc	τελετή	96
v2	137	in another place, Zei>£	TZ^WTOC; tytv&to		grc	πρῶτος ἐγένετο	96
v2	137	need of giving to	hbu'b:ro ,	in this	heb	מבלעדי	88
v2	137	but that even the	fayopevoi &eol	(I Cor.	grc	λεγόμενοι ϑεοὶ	92
v2	137	etc.	N"nj3	is to	heb	קרא	94
v2	138	rence.—The verb	Witt,	which occurs	heb	מרחף	71
v2	140	divine. Vitringa's explanation of	ETX	as meaning	heb	אדם	82
v2	141	a smith ; as	B^sss	d'nn in	heb	עצים	74
v2	142	to the carpenter himself,	a^ss	£nn, the	heb	עצים	78
v2	142	or graving instrument.—anx and	ir^x	seem to	heb	איש	77
v2	145	moreover.—Gesenius and others give	Wjp		heb	ראיתי	86
v2	146	the agent or subject	(ots frr>	h?irt>)-	heb	סו? סעס)	79
v2	150	(or, who was with	mel\	Some refer	grc	ηι6 7)	73
v2	150	by falsifying their prognostications.	trtis	is commonly	grc	ἘΠῚΞ	83
v2	151	securing their accomplishment,	t^n	has here	heb	חקים	81
v2	151	verb in	ch.41 :	28.)—The last	grc	οἢ.41]:	79
v2	152		r&ix	as a	heb	צגלה	77
v2	152	with the cognate form	rtett.	(Compare Zech.	heb	מצזלה	74
v2	153	third person, which requires	ba^n	to be	heb	היכל	77
v2	154	by confounding the river	KVQO*;	with	grc	Κύρος	91
v2	159	whom, however, give to	rx	its	heb	את	82
v2	159	like	Ctf	in Ecc.	heb	עם	92
v2	161	differently, and reads 6	nou^a^	ra tTreQ'/opera.	grc	ποι, σαὺ	67
v2	163	people who possessed it.	S\X2D	is	heb	סבאים	91
v2	163	here as meaning trade	(K"iino) ;	and others	heb	: (סחורא)	76
v2	163	speaking of them as	pt'yiGroi		grc	μέγιστοι	92
v2	163		avdQconwv,	and Solinus	grc	ἀνϑρώπων	85
v2	164	of taking ^ and	^ns	as elliptical	heb	סחר	91
v2	168	9. 7 : 16.	Ob.	11, with	grc	ΟΡ	90
v2	169	11) uses the formula,	ZDJ lyco,	which may	grc	Ζῶ ἐγὼ	88
v2	170	of gender, and regard	Kbi	as equivalent	heb	ולא	91
v2	170	meaning of the words	^EX	^b .	heb	אמר	85
v2	170	similar translation of	n^st	by the	grc	ΠΡῚΣ	82
v2	170	refers the singular verb	xir;	and the	heb	לבוא	90
v2	170	corresponding to the kinds	ot		grc	οἱ	96
v2	171		CHAPTERXLVT.	125	eng	CHAPTER XLVI	91
v2	171		si'-ss^j	maybe regularly	heb	רבעוף	85
v2	171	meaning only of K^	THS,	while the	heb	עדיו	70
v2	171	22, and on 12	o-.ina	ch. 41	heb	נתררם	72
v2	172	Hebrew	V>?a,	and Nebo	heb	על	72
v2	173	Babylonian gods collectively.—The verb	b^'p	occurs only	heb	קרס	85
v2	174		rrarja	understood.	heb	בחמה	75
v2	176		anaE, teyopwov	and admits	grc	ἅπαξ λεγόμενον	96
v2	177	be agreed in giving	*5tsn	the sense	heb	חפצר	87
v2	178	by the east and	thejfar	country,	eng	the far	96
v2	178	feminine noun	nss>	i. e.	heb	עצה	69
v2	181	really in apposition with	rs	(virgin daughter),	heb	בת	91
v2	181	be in apposition with	b:m	(daughter Babel),	heb	בבל	66
v2	182	the country, analogous to	tnito	which is	heb	מצרים	91
v2	183	Some give	WB	the sense	heb	פגע	86
v2	183	chus (om avziaiqasTni pot	av&Qwaos)	and in	grc	ἄνϑρωπος)	87
v2	186	common one lis	bpK	(ch. 45:	heb	אין	84
v2	186		hCBX	is simply	heb	אפס"	86
v2	187	mean only I, as	&sx	certainly means	heb	אפס	96
v2	187	Hitzig objects that	ii's	is then	heb	עור	96
v2	188	bans or spells (from	-en	to bind),	heb	חבר	91
v2	189	construction of	^XE	here is	heb	מצד	95
v2	189	dependent upon	nvsy	although separated	heb	עצמה	76
v2	191	to the use of	nsn	in the	heb	רעה	90
v2	191	and others, who identify	inttj	with the	heb	שחר	93
v2	191	Clericus appear to regard	"inta	as a	heb	טחר	68
v2	192	been	nwa t^s ,	as in	heb	צאת ממנה	88
v2	194	by the Septuagint («<TT(>oP.o'j'o«	rov OVQKVOV)	and the	grc	τοῦ οὐρανοῦ)	95
v2	195	the later writers translate	cto	their life	heb	נפשם	66
v2	195	this gratuitously gives to	"px	the sense	heb	אין	75
v2	195	interpretation of the word	SBH^	proposed by	heb	לחמס	76
v2	195	purpose. The phrase	esnb nbra	(coal of	heb	גחלת לחמם	90
v2	195	csnb the infinitive of	nrn		heb	חמם	89
v2	195	analogous in form to	t=D3n	from "jsn	heb	חננכם	90
v2	195	form to t=D3n from	"jsn		heb	חנן	85
v2	199	accidental causes at a	com		grc	ΟΟΠῚ:	75
v2	199	to the passive participle	fiWpa	the reflexive	heb	נקראים	72
v2	204	and by the form	^riaapi,	which	heb	מבפוד	73
v2	204	analogy of the Greek	pwtQO&vpos		grc	μαχρόϑυμος	74
v2	209	Knobel adopt Origen's interpretation	(upyottQa antaredev	o	grc	(ἀμφότερα ἀπέστειλεν	96
v2	209		jrarijQ, TOV acoriJQa xai	TO ayiov	grc	πατὴρ, τὸν σωτήρα καὶ	93
v2	209	TOV acoriJQa xai TO	ayiov ptsvpa).	Gesenius and	grc	ἅγιον πτεῦμα)	92
v2	211	the possibility of reading	xib,	a form	heb	לוא	87
v2	211	in which the negative	xb	occurs, according	heb	כא	69
v2	211	which refers	ib	with the	heb	כז	82
v2	212	conjectural, by tracing both	D^B	and rvira	heb	מעים	81
v2	213	clause in the Septuagint	(ovde	vvv ajrofocrai),	grc	(οὐδε	78
v2	213	the Septuagint (ovde vvv	ajrofocrai),		grc	ἀπολεῖται)	79
v2	217		(jMoVot? TOOV QUIOQ&V	TO xt'vTQov	grc	(μόνος τῶν ῥητόρων	96
v2	217	(jMoVot? TOOV QUIOQ&V TO	xt'vTQov r/xaTtlfine TDK;	«x(>ooo^'0/t,').—In the	grc	κέντρον ἐγκατέλειπε τοῖς	90
v2	219	and Hitzig deny that	asitib	is dependent	heb	לשובב	75
v2	220		rvirn -rj<	at the	heb	אמר יהוה	71
v2	222	exceedingly obscure and difficult,	rna	has been	heb	בזה	88
v2	222	understands it to qualify	Jiia,	as meaning	heb	בזה	79
v2	222	usual sense, and whether	^I'a	is its	heb	גור	71
v2	227	we have already seen	that/ro?n	afar from	eng	that from	96
v2	228	V° means a bush,	D^O	may	heb	סינים	73
v2	231	and Lowth simply	SIHSB	on the	grc	ΠῚ 5	81
v2	232	use of the preposition	IB ,	see	heb	מן	92
v2	235	construction. OtheTTgive it the	supposi		grc	ΒΌΡΡΟΒΙ	70
v2	236	I may dwell). The	Tis	may simply	heb	עוד	88
v2	236	rendered in the Septuagint	(noiqcrdv	pot toaov)	grc	(ποίησόν	77
v2	236	the Septuagint (noiqcrdv pot	toaov)	and the	grc	τόπον)	82
v2	237	use of the participle	ati-n	in the	heb	רושב	88
v2	240		ibr	hand, without	grc	ΤΟΥ	68
v2	241	to	TrafSayooyoV	(Gal. 3	grc	παιδαγωγὸς	95
v2	241	for her children —ns'iK	t*m	is a	heb	אפים	86
v2	241	Ps. 72 : 9.)	Tn	the last	heb	מז	93
v2	244	translated in the Septuagint	fiiptiov zoi>		grc	βιβλίον τοῦ	96
v2	244		anoGiaoiov,	which form	grc	ἀποστασίου	96
v2	248	For map Lowth reads	irr^n	(their fish	heb	תיבש	87
v2	249	instructive—ylMavav	nai8eia(;}	an instructive	grc	παιδείας	82
v2	249	that given by Aquila	(ynoffTijgtfftti),	Jerome (sustentare),	grc	(ὑποστηρίσαι)	82
v2	250	word with the Arabic	LiJ	to	grc	ἘΞ	66
v2	250	the older writers understand	rw	as a	heb	עגת	76
v2	250	in the Septuagint paraphrase	(TOV yiwvai		grc	(τοῦ γιῶναι	78
v2	250		jjvixu dzidnsiv loyov).	But according	grc	ἡνίκα δεῖ εἰπεῖν λόγον)	89
v2	252	set his face (TO	TTQOGWTZOV avrov lariJQi^e)	to	grc	πρόσωπον αὑτοῦ ἐστήριξε)	80
v2	254		tion,	the writer	heb	תסוז	85
v2	254	himself	(anexdvcdftwoi;,	Col. 2:15)	grc	(ἀπεκδυσάμενος	86
v2	256	D. Michaelis gives to	fi$b	the specific	heb	נגה	67
v2	258		dicMQiTixov,	as he	grc	διαχρίτικον;	84
v2	259		fi&ri TtsTivncopsva	of Eph.	grc	βέλη πεπυρωμένα	96
v2	263		tion	of the	heb	מסוז	71
v2	265	reads	C^BS	on the	heb	עמים	66
v2	266		CIBS -lixb	may mean	heb	לאור עמום	74
v2	267	1. 42: 4. etc.,	ta^x	is	heb	איים	88
v2	268	(from the primitive noun	nba	salt). So	heb	מלח	84
v2	268	intended by the Septuagint	(WGTIEQ	taw a)	grc	(ὥσπερ	88
v2	273	analogous term	Tia .	But whether	heb	בור	76
v2	275	doubt identical with the	ixfi	of Deut.	heb	תאו	96
v2	275	given in the Septuagint,	awrhor jjpieqs&ov,	a half-cooked	grc	σεύτλιον ἡμίεφϑον	91
v2	279	ch. 49: 18, where	Zion's		grc	Ζιοηΐς	76
v2	280	like the corresponding feminine	rvati	in the	heb	טביה	93
v2	280	Zion. The marginal reading	^nnann	preserves	heb	ההפההר	67
v2	281	CHAPTER	LTI.	335	grc	{(3ῥλ ᾽Σ:ΊΧ	83
v2	282	other supposition.—Of the phrase	fc&xa	there are	heb	באפס	92
v2	282	the frequent formula "ps	IOBX.		heb	אפסי	72
v2	282	is the question whether	nsEJOn	stands	heb	בראשנה	84
v2	282	with	csn	in v.	grc	ἘΠ	69
v2	283		d^ttba	the same	heb	משלים	65
v2	284	to derive it from	b^n,	or to	heb	הלל	87
v2	284	a joyful shout, as	o).o/.i'^w	is employed	grc	ὀλολύξω	92
v2	285	word	iteaa	has no	heb	ביבשור	70
v2	287	in the frequent combination	nwtt) avj,	much mere	heb	שזב שבגת	70
v2	288	Arrian as ds£iov	wpov eywv yvpvbv tv	rfj fid^;	grc	ὦμον ἔχων γυμνὸν ἐν	95
v2	288	eywv yvpvbv tv rfj	fid^;	Diana by	grc	μάχῃ;	96
v2	290	the fact that	tpbri tf'iJi	in historical	heb	נטא כלים	89
v2	292	version of the Septuagint	(avvfoei)	and the	grc	(συνήσει)	83
v2	294		vant	of Jehovah	grc	ναηΐ	73
v2	298	strues it with	linx'TO	(the disfiguration	heb	מראהף	74
v2	298	reasons for this gross	vio		heb	סוט	70
v2	302	usual construction with	bx	or b	heb	צל	86
v2	303	iva	em&vw&wuEr.	But as	grc	ἐπιϑυμηϑῶμεν	83
v2	304	chus	(&.uwios w*'fywr),	with which	grc	(ἐλώχιστος ἄνδρων)	69
v2	305		vnorr	simply means	heb	הסתיר	90
v2	305	ing	xb	iriT23 instead	heb	כא	77
v2	305	iriT23 instead of «bi	nt-a.	But the	heb	נבזה	67
v2	307	pepaan.ytQnwo<;, equivalent to the	ntyyets ftsov (tdauyt	of	grc	πληγεὶς ϑεοῦ μάστιγι	91
v2	308	as many editions have	^Tribd	in the	heb	טלומינל	91
v2	309	the true God. El	xal didfpoQOi rrjg nku.vi]q	ol TQOTTOI,	grc	χαὶ διάφοροι τῆς πλάνης	95
v2	309	didfpoQOi rrjg nku.vi]q ol	TQOTTOI, ndvtsg opoicog		grc	τρύποι, πάντες ὁμοίως	88
v2	310	ancient versions Syrnmachus has	xctTavrfaai inoiriGtv,	and Jerome	grc	καταντῆσαι ἐποίησεν	95
v2	311	Symmachus	(xat avzotf vnfaovae)	and Jerome	grc	(καὶ αὐτὸς ὑπήκουσε)	85
v2	312	construction is to give	xisri	its ordinary	heb	והוא	76
v2	312	Septuagint version	(ovtmg oi>% avofysi	TO atofia),	grc	(οὕτως οὐκ ἀνοίγει	95
v2	313	is also disputed whether	ixs	means	heb	עצר	83
v2	313	can declare his	{3osteijty_jor	spiritual seed	eng	posterity or	95
v2	314	construction Hengstenberg objects that	PK sel		heb	1 את	93
v2	314	verb, and also that	nnib^	is then	heb	רשוחת	69
v2	314	same exposition, which makes	PX	a preposition,	heb	את	77
v2	314	Aben Ezra and Abarbenel,	fol		grc	[οἱ	96
v2	314	that	i'a,	though properly	heb	מו	73
v2	315	But as the plural	m'pa	retains its	heb	במות	89
v2	315	leaves	"nntea	unexplained, and	heb	במותיו	81
v2	316	and	miaa,	because there	heb	במותיו	67
v2	319	good in general	(ia sa^i aia	nx^1) ;	heb	טוב ורשבע בו)	69
v2	321	Hengstenberg gives	tpsn	the sense	heb	רבים	75
v2	323	that	N'jn Nitta	only means	heb	נטא חטא	65
v2	326	compass are distinctly mentioned.	ttJ"^	is not	heb	ררש	89
v2	328	form peculiar to the	ri}>	derivatives, and	heb	לה	95
v2	328	as a license for	""sssfr	like rnsn	heb	תמאסי	70
v2	328	her rejection, and referring	*iax	to the	heb	אמר	68
v2	332	: 24, and as	""rttix	itself does	heb	אשר	77
v2	334		v.v$QCMa,	as if	grc	ἄνϑρακα	80
v2	334	it with the Greek	yvxog		grc	φυχος	89
v2	334	them. Henderson's version of	rnsb	(tossed) is	heb	סערה	91
v2	334	agreed that	fisnj	is the	heb	נחמה	80
v2	334	writer used the verb	DHS .	(Compare ch.	heb	כחם	72
v2	334	connexion with the verb	rrij?	favours the	heb	קדת	90
v2	338	resorting to the cognate	rna	as a	heb	גרה	96
v2	338	explains	CBX	to mean	heb	אפס	96
v2	338	later date, the preposition	rx	being confounded	heb	את	86
v2	345	pound phrase like	ps-aft	(ch. 10	heb	לאדצץ	75
v2	346	The regular construction of	rvna rns		heb	כּרת ברית	71
v2	346	is with	fcs.	That with	heb	עם	74
v2	346	with Gesenius, or supposing	rns	to include	heb	כרת	88
v2	348	and	rns	laws or	heb	עדת	73
v2	349	construction of the second	*Ha	with two	heb	גור	82
v2	353	Vitringa's objection to this	exposi		grc	ΘΧΡΟΒΙ:	74
v2	353	quotes from Homer, aLl'	aiei	re Aioq	grc	αἰεί	92
v2	353	Homer, aLl' aiei re	Aioq xQeicaaw voog ijensQ		grc	Διὸς κρείσσων νόος ἠέπεβ	66
v2	353		avdQcov.	Knobel can	grc	ἀνδρῶν	96
v2	354	The futures	'rn	and aw^	heb	ררדי	77
v2	354	or command.—The construction of	i^nnbtt) IIBX	is essen	heb	אשר שלחתיו	91
v2	354	11 : 22. That	rbv	governs two	heb	טלת	71
v2	355	ing of psss and	im'-iajsee	the Earlier	eng	Wins, see	92
v2	355	name	^B^t?	occurs only	heb	סרפר	90
v2	359	Hensler's idea that	fc-nb	here means	heb	סריס	96
v2	360	9. 66 : 5.)—^sn	n^s	does not	heb	ב"ת	78
v2	363	Symmachus, and Saadias, with	Q^n,	which might	heb	חזים	78
v2	363	confound ££?. *w with	D^sa	*w$	heb	פנרם	89
v2	364	of De Dieu, that	inat^n	means ad	heb	מקצהו	65
v2	364	Di"1 with	^rra	in the	heb	מחר	91
v2	364	pronoun fit agree with	o-n	although preceding	heb	יום	69
v2	364	in this case, because	biia	in the	heb	גדול	82
v2	366	absence	o/(Prov.	8 :	eng	of (Prov	97
v2	366	refers the pronoun in	inba	to Jeho	heb	נבחן	65
v2	369		bn:	is applied	heb	נחל	84
v2	370	the double sense of	p^n		heb	חלק	91
v2	371	Gesenius and Maurer explain	"p-ct	as meaning	heb	זברון	92
v2	371		fina	iron has	heb	מחם	90
v2	371	them. The masculine form	rrcn	is used	heb	תכרת	87
v2	372	Saadias and Koppe give	r*ri	the sense	heb	חלת	89
v2	373	to sustain life, etc.	nbn	does not	heb	חלה	89
v2	373	my peace?' Luzzatto renders	^-tan *•$	that thou	heb	כ" תבזבי	65
v2	375	consecution of bsrj and	rni	there is	heb	רגח	66
v2	375	read	-IBsi	(then will	heb	ואמר	85
v2	376		cbi:?	when predicated	heb	עוכם	81
v2	377	the Hebrew.—As	m'-ia	is not	heb	מרום	86
v2	377	either be referred to	cipa	understood or	heb	מקום	79
v2	377	strued with	D-ha	itself, a	heb	מרום	92
v2	377	takes	PXI	at the	heb	ואת	95
v2	377		rx	as a	heb	את	85
v2	378	the verse (teaa "p?)	uas ^een	veI7 variously	eng	has been	96
v2	380	The usual construction connects	an'ia	with Jehovah	heb	בורא	74
v2	382	Septuagint combines both readings,	xvQiog	o #foV.	grc	κυριος	68
v2	385	their dependents	{yno-^Qiovg	and subjectos)	grc	(ὑποχειρίους	95
v2	385	gains or profits; but	s:is>,	as Maurer	heb	עצב	94
v2	385	According to Luzzatto,	fiis	originally signifies-	heb	צום	76
v2	386		n-i-na	in the	heb	מרום	90
v2	386		ranEivbv	Ivan poi	grc	ταπεινὸν	77
v2	387	unjust decrees (•'BOB "pi	^src),	and the	heb	(בתבי	71
v2	387	the first nate from	rraa	and making	heb	נכסה	71
v2	388	same form	riEi'Ta	is here	heb	מוסה	89
v2	388	his unwarrantable mistranslation of	fiftni	as	heb	הלא	96
v2	388	in the Septuagint version	(uG-rbyovg)	which Ewald	grc	(ἀστέγους)	89
v2	388	Hitzig derives it from	*na	to rebel,	heb	מרד	92
v2	389		ano TWV oixstcov rov	(sn^arog GOV.—With	grc	ἀπὸ τῶν οἰχείων τοῦ	95
v2	390	vanity. The	TK	may either	heb	אז	91
v2	391	For "jttJBJ Lovvth reads	"pnb	thy	heb	לחמך	80
v2	391	stands £x	yvtfjs	as denoting	grc	ψυχῆς	95
v2	391	p^Sfi synonymous with the	x^snn	of Lev.	heb	המציא	77
v2	392	for dwelling. Ewald reads	sisa ,	they shall	heb	בּנל	77
v2	392	world. As	cbi's	obviously refers	heb	עולם	73
v2	392	like	t^urm,	in ch.	heb	אשישים	80
v2	393	The b before	si'-i^	appears to	heb	קדוש	89
v2	393	and others to take	isnp	as a	heb	קדוש	90
v2	393		pTr,	and that	heb	שבת	79
v2	393	pTr, and that before	cinp,	as correlatives,	heb	קדוש	73
v2	393	alike connecting the verb	jnp		heb	קרא	96
v2	394	bath	(raits?)	the name	heb	(לשבת)	87
v2	394	and to the holy	(wpb)	day or	heb	(לקדוט)	87
v2	394	for Knobel's supposition that	rvina	in this	heb	כמות	85
v2	396		?,-pnsn	by Kimchi	heb	הסתירג	82
v2	398	simply speaking just things	(ovdiig laltl		grc	(οὐδεὶς λαλεῖ	96
v2	398		dixaia)	which would	grc	δίκαια)	87
v2	398	the forensic sense of	xata'co	a? di'xqv	grc	καλέω	92
v2	398	sense of xata'co a?	di'xqv	and	grc	δίκην	95
v2	399	as explained by Aquila	(&a7.q)&w)		grc	( ϑαλφϑέν)	72
v2	400		>sb	(act) and	heb	פעל	88
v2	402		FrstBM ,	which he	heb	נגששה	85
v2	402	the second place with	Houhigant, JIMES	we wan	heb	נשגגה ,1100018001	67
v2	402	other by the idiomatic	repe		grc	ΓΟΡΘ	77
v2	402	construction of the verb	nws	with a	heb	ענתה	86
v2	405	much obscured by making	ft	the object	heb	כן	68
v2	405	The	ft	means nothing	heb	לו	84
v2	408	and Vitringa give to	bs	its ori	heb	על	96
v2	408	give to bs its	ori		heb	וזס	75
v2	408	cases the Chaldee has	i-na	corresponding to	heb	מירר	82
v2	411	to fly, and takes	"tt	as an	heb	צר	96
v2	411		noob	from 03	heb	נססה	91
v2	412	compound forms ns^n and	n^abn,	as explained	heb	חלכאים	81
v2	414	God's covenants and promises,	rvns	denotes the	heb	ברית	89
v2	416	at the beginning by	<pomtoi;,	which is	grc	φωτίζον	81
v2	417	her.—^EH? is essentially equivalent	toTjttin,but	stronger and	heb	]טל , השך סז	67
v2	419	can regularly come from	nsn	to see.	heb	ראה	96
v2	420	the	TX	at the	heb	אז	91
v2	420	of this particle, the	TX	refers to	heb	אז	91
v2	422	described by Strabo as	axtjniai y.a^ln^o^oi.		grc	σκηνίται καμηλοβοσχοί	82
v2	422	identifies Ephah with the	"innog	of the	grc	Ἵππος	88
v2	423	as a case of	ysv	or metathesis,	heb	ספוך	79
v2	423	thus resolved: TGIB te	-px-ib ibsi.	Gesenius obtains	heb	רעלו לרצון	74
v2	424	junction with the verb	*ixa ,	which, in	heb	פצר	75
v2	425		bx	to }>y	heb	אל	74
v2	426	it to mean 05	atjlrst,	or as	eng	at first	96
v2	428	tranquillity. The use of	*innB	is the	heb	פתחג	90
v2	431	sons of the oppressors.	-pta	means not	heb	נאץ	73
v2	431	more plausibly suggests that	ttStipj	here means	heb	קדוש	93
v2	432	as a praeter like	^rn	in v.	heb	רחמפי	75
v2	432	•observes that	cbis	is here	heb	עולם	92
v2	433	: 24, Henderson translates	"i^ax	protector; but	heb	אביר	90
v2	435	require	fiabb	to be	heb	לנגה	77
v2	436	read as two distinct	propo		heb	סקסו	74
v2	436		WBO	is regarded	heb	מטען	74
v2	436	to his notion that	"ixarn	describes God	heb	התפאר	90
v2	442	of the paronomasia between	*INB	and	heb	פאר	94
v2	446	no need of explaining	tjjsbn	with Gesenius	heb	חלקם	80
v2	447	making it synonymous with	ftbw	(which	heb	עולה	90
v2	447	later writers, give to	S"iia	the emphatic	heb	נודע	87
v2	447	the parallel expression is	I'BIZJ biia.	But in	heb	גדול ןו	66
v2	449	turban.' So Aquila me	rvpqttov ieQarevopevw		grc	γύμφιον ἱερατευόμενον	68
v2	453	it in some degree	unintel		heb	1 מותט	82
v2	455	his right hand and	l)\j	his arm	grc	ὑγ	73
v2	457		Michaelis/br.	Knobel not	eng	Michaelis for	96
v2	457	it perfectly synonymous with	bx;,		heb	אל	67
